time,gaze,,touch,,l_palm,,,l_thumb,,,l_index,,,l_middle,,,l_ring,,,l_pinky,,,r_palm,,,r_thumb,,,r_index,,,r_middle,,,r_ring,,,r_pinky,,,
20.59449,(NaN, NaN),(0.0, 0.0),(-0.07025, -0.02060, 0.31839),(-0.01802, -0.05616, 0.34542),(-0.01329, -0.02096, 0.39292),(-0.03056, -0.04509, 0.39227),(-0.05804, -0.05159, 0.38783),(-0.08014, -0.04809, 0.37796),,,,,,,,,,,,,,,,,,,
20.61302,(NaN, NaN),(0.0, 0.0),(-0.06874, -0.02566, 0.32148),(-0.01680, -0.06143, 0.34921),(-0.01205, -0.02632, 0.39622),(-0.02927, -0.04927, 0.39663),(-0.05680, -0.05616, 0.39137),(-0.07868, -0.05260, 0.38126),,,,,,,,,,,,,,,,,,,
20.62929,(NaN, NaN),(0.0, 0.0),(-0.06763, -0.02891, 0.32144),(-0.01889, -0.06288, 0.35227),(-0.01153, -0.02749, 0.39666),(-0.02817, -0.05237, 0.39643),(-0.05416, -0.05952, 0.39118),(-0.07511, -0.05739, 0.37912),,,,,,,,,,,,,,,,,,,
20.64534,(NaN, NaN),(0.0, 0.0),(-0.06843, -0.03111, 0.32226),(-0.01906, -0.06903, 0.35355),(-0.01225, -0.02660, 0.39709),(-0.03160, -0.05566, 0.39545),(-0.05688, -0.06070, 0.39096),(-0.07741, -0.05947, 0.37786),,,,,,,,,,,,,,,,,,,
20.66265,(NaN, NaN),(0.0, 0.0),(-0.06818, -0.03440, 0.32358),(-0.01888, -0.07294, 0.35516),(-0.01204, -0.02927, 0.39837),(-0.03183, -0.05906, 0.39654),(-0.05691, -0.06377, 0.39212),(-0.07730, -0.06277, 0.37872),,,,,,,,,,,,,,,,,,,
20.67978,(NaN, NaN),(0.0, 0.0),(-0.06818, -0.03440, 0.32358),(-0.01888, -0.07294, 0.35516),(-0.01204, -0.02927, 0.39837),(-0.03183, -0.05906, 0.39654),(-0.05691, -0.06377, 0.39212),(-0.07730, -0.06277, 0.37872),,,,,,,,,,,,,,,,,,,
20.70164,(NaN, NaN),(0.0, 0.0),(-0.06759, -0.03893, 0.32863),(-0.02182, -0.07945, 0.36310),(-0.01501, -0.04321, 0.40203),(-0.03742, -0.06919, 0.39701),(-0.06114, -0.06862, 0.39309),(-0.08044, -0.06240, 0.38253),,,,,,,,,,,,,,,,,,,
20.72975,(NaN, NaN),(0.0, 0.0),(-0.06682, -0.04178, 0.33153),(-0.02110, -0.08232, 0.36604),(-0.01430, -0.04619, 0.40491),(-0.03675, -0.07212, 0.39983),(-0.06044, -0.07148, 0.39593),(-0.07972, -0.06518, 0.38543),,,,,,,,,,,,,,,,,,,
20.75864,(NaN, NaN),(0.0, 0.0),(-0.06622, -0.04019, 0.33640),(-0.02246, -0.07928, 0.37152),(-0.01479, -0.04659, 0.40914),(-0.04162, -0.07613, 0.39904),(-0.06344, -0.07386, 0.39395),(-0.08014, -0.06449, 0.38565),,,,,,,,,,,,,,,,,,,
20.77461,(NaN, NaN),(0.0, 0.0),(-0.06579, -0.04103, 0.33856),(-0.02204, -0.08011, 0.37368),(-0.01436, -0.04744, 0.41130),(-0.04120, -0.07698, 0.40119),(-0.06302, -0.07471, 0.39610),(-0.07971, -0.06532, 0.38780),,,,,,,,,,,,,,,,,,,
20.79667,(NaN, NaN),(0.0, 0.0),(-0.06506, -0.04174, 0.34366),(-0.02363, -0.08530, 0.37726),(-0.01617, -0.05971, 0.41197),(-0.04211, -0.08006, 0.40205),(-0.06526, -0.07941, 0.39253),(-0.07951, -0.06943, 0.38510),,,,,,,,,,,,,,,,,,,
20.81252,(NaN, NaN),(0.0, 0.0),(-0.06542, -0.04421, 0.34860),(-0.02327, -0.08770, 0.38163),(-0.01649, -0.05715, 0.42128),(-0.04852, -0.08507, 0.40483),(-0.07027, -0.08232, 0.39506),(-0.08354, -0.07120, 0.38779),,,,,,,,,,,,,,,,,,,
20.82877,(NaN, NaN),(0.0, 0.0),(-0.06582, -0.04623, 0.35129),(-0.02312, -0.09044, 0.38381),(-0.01640, -0.05607, 0.42624),(-0.05060, -0.08720, 0.40942),(-0.07224, -0.08360, 0.40011),(-0.08541, -0.07225, 0.39260),,,,,,,,,,,,,,,,,,,
20.84599,(NaN, NaN),(0.0, 0.0),(-0.06597, -0.04824, 0.35441),(-0.02310, -0.09272, 0.38673),(-0.01643, -0.05706, 0.43018),(-0.05150, -0.08936, 0.41300),(-0.07304, -0.08542, 0.40383),(-0.08615, -0.07394, 0.39624),,,,,,,,,,,,,,,,,,,
20.86128,(NaN, NaN),(0.0, 0.0),(-0.06497, -0.04853, 0.35532),(-0.02456, -0.09149, 0.38950),(-0.01427, -0.05049, 0.43322),(-0.05312, -0.09061, 0.41375),(-0.07331, -0.08503, 0.40778),(-0.08652, -0.07325, 0.39910),,,,,,,,,,,,,,,,,,,
20.87787,(NaN, NaN),(0.0, 0.0),(-0.06497, -0.04853, 0.35532),(-0.02456, -0.09149, 0.38950),(-0.01427, -0.05049, 0.43322),(-0.05312, -0.09061, 0.41375),(-0.07331, -0.08503, 0.40778),(-0.08652, -0.07325, 0.39910),,,,,,,,,,,,,,,,,,,
20.8955,(NaN, NaN),(0.0, 0.0),(-0.06578, -0.04918, 0.35735),(-0.02839, -0.09066, 0.39249),(-0.01612, -0.04947, 0.43630),(-0.05643, -0.09249, 0.41480),(-0.07608, -0.08670, 0.40938),(-0.08900, -0.07510, 0.39797),,,,,,,,,,,,,,,,,,,
20.91282,(NaN, NaN),(0.0, 0.0),(-0.06556, -0.04925, 0.35892),(-0.02924, -0.08993, 0.39477),(-0.01620, -0.04871, 0.43811),(-0.05696, -0.09388, 0.41486),(-0.07585, -0.08726, 0.41040),(-0.08868, -0.07562, 0.39906),,,,,,,,,,,,,,,,,,,
20.9293,(NaN, NaN),(0.0, 0.0),(-0.06717, -0.04865, 0.35936),(-0.03343, -0.09018, 0.39428),(-0.01819, -0.05219, 0.43810),(-0.05791, -0.09625, 0.41085),(-0.07622, -0.08952, 0.40703),(-0.08893, -0.07759, 0.39777),,,,,,,,,,,,,,,,,,,
20.96382,(NaN, NaN),(0.0, 0.0),(-0.06724, -0.04952, 0.36150),(-0.03673, -0.08954, 0.39687),(-0.01759, -0.05222, 0.43977),(-0.05998, -0.09957, 0.40547),(-0.07668, -0.09215, 0.40250),(-0.08858, -0.08002, 0.39545),,,,,,,,,,,,,,,,,,,
20.99549,(NaN, NaN),(921.0, 580.0),(-0.06625, -0.05124, 0.36055),(-0.03913, -0.09184, 0.39782),(-0.01875, -0.05281, 0.44090),(-0.06532, -0.09723, 0.40305),(-0.08180, -0.08976, 0.39682),(-0.09199, -0.07674, 0.38931),,,,,,,,,,,,,,,,,,,
21.03036,(NaN, NaN),(927.0, 580.0),(-0.06603, -0.05284, 0.36084),(-0.04228, -0.09395, 0.39890),(-0.01889, -0.05452, 0.44160),(-0.06914, -0.09459, 0.40383),(-0.08584, -0.08782, 0.39401),(-0.09446, -0.07351, 0.38725),,,,,,,,,,,,,,,,,,,
21.0343,(NaN, NaN),(935.0, 579.0),(-0.06603, -0.05284, 0.36084),(-0.04228, -0.09395, 0.39890),(-0.01889, -0.05452, 0.44160),(-0.06914, -0.09459, 0.40383),(-0.08584, -0.08782, 0.39401),(-0.09446, -0.07351, 0.38725),,,,,,,,,,,,,,,,,,,
21.11204,(NaN, NaN),(937.0, 578.0),(-0.06422, -0.05248, 0.36106),(-0.03900, -0.09338, 0.39999),(-0.01166, -0.04891, 0.43954),(-0.05818, -0.08400, 0.41802),(-0.08315, -0.08605, 0.39746),(-0.09199, -0.07213, 0.38996),,,,,,,,,,,,,,,,,,,
21.12148,(NaN, NaN),(0.0, 0.0),(-0.06418, -0.05229, 0.36102),(-0.03885, -0.09321, 0.39994),(-0.01153, -0.04854, 0.43944),(-0.05801, -0.08382, 0.41821),(-0.08310, -0.08587, 0.39748),(-0.09194, -0.07193, 0.38994),,,,,,,,,,,,,,,,,,,
21.12793,(NaN, NaN),(0.0, 0.0),(-0.06418, -0.05229, 0.36102),(-0.03885, -0.09321, 0.39994),(-0.01153, -0.04854, 0.43944),(-0.05801, -0.08382, 0.41821),(-0.08310, -0.08587, 0.39748),(-0.09194, -0.07193, 0.38994),,,,,,,,,,,,,,,,,,,
21.14869,(NaN, NaN),(0.0, 0.0),(-0.06420, -0.05199, 0.35864),(-0.03687, -0.09185, 0.39772),(-0.01195, -0.04724, 0.43732),(-0.06097, -0.08773, 0.41247),(-0.08268, -0.08564, 0.39695),(-0.09172, -0.07209, 0.38896),,,,,,,,,,,,,,,,,,,
21.18109,(NaN, NaN),(0.0, 0.0),(-0.06504, -0.04992, 0.35750),(-0.03739, -0.09030, 0.39507),(-0.01253, -0.04710, 0.43565),(-0.06536, -0.09127, 0.40654),(-0.08311, -0.08419, 0.39600),(-0.09223, -0.07031, 0.38808),,,,,,,,,,,,,,,,,,,
21.1981,(NaN, NaN),(0.0, 0.0),(-0.06504, -0.04992, 0.35750),(-0.03739, -0.09030, 0.39507),(-0.01253, -0.04710, 0.43565),(-0.06536, -0.09127, 0.40654),(-0.08311, -0.08419, 0.39600),(-0.09223, -0.07031, 0.38808),,,,,,,,,,,,,,,,,,,
21.21526,(NaN, NaN),(0.0, 0.0),(-0.06564, -0.04582, 0.35658),(-0.03493, -0.08496, 0.39243),(-0.01130, -0.04312, 0.43222),(-0.06282, -0.09096, 0.39871),(-0.07934, -0.08362, 0.39470),(-0.08950, -0.07019, 0.38826),,,,,,,,,,,,,,,,,,,
21.24914,(NaN, NaN),(0.0, 0.0),(-0.06752, -0.04460, 0.35451),(-0.03323, -0.08469, 0.38928),(-0.01441, -0.04194, 0.43015),(-0.06256, -0.09086, 0.39553),(-0.07894, -0.08376, 0.39144),(-0.08989, -0.07112, 0.38451),,,,,,,,,,,,,,,,,,,
21.27963,(NaN, NaN),(0.0, 0.0),(-0.07029, -0.04209, 0.35395),(-0.03384, -0.08016, 0.38783),(-0.01661, -0.03812, 0.42923),(-0.06042, -0.08775, 0.39545),(-0.07847, -0.08282, 0.38934),(-0.09022, -0.07090, 0.38329),,,,,,,,,,,,,,,,,,,
21.29707,(NaN, NaN),(0.0, 0.0),(-0.07176, -0.04035, 0.35330),(-0.03473, -0.07785, 0.38705),(-0.01798, -0.03601, 0.42849),(-0.06107, -0.08596, 0.39486),(-0.07933, -0.08133, 0.38851),(-0.09120, -0.06955, 0.38264),,,,,,,,,,,,,,,,,,,
21.32965,(NaN, NaN),(0.0, 0.0),(-0.07717, -0.03567, 0.35004),(-0.03745, -0.07124, 0.38287),(-0.02285, -0.03040, 0.42433),(-0.06097, -0.08081, 0.39553),(-0.08103, -0.07762, 0.38716),(-0.09374, -0.06639, 0.38147),,,,,,,,,,,,,,,,,,,
21.34698,(NaN, NaN),(0.0, 0.0),(-0.07971, -0.03298, 0.34881),(-0.03954, -0.06822, 0.38152),(-0.02518, -0.02753, 0.42287),(-0.06252, -0.07812, 0.39477),(-0.08281, -0.07514, 0.38626),(-0.09569, -0.06402, 0.38059),,,,,,,,,,,,,,,,,,,
21.3637,(NaN, NaN),(0.0, 0.0),(-0.08127, -0.03212, 0.34821),(-0.03917, -0.06638, 0.38191),(-0.02683, -0.02673, 0.42214),(-0.05913, -0.07367, 0.40066),(-0.08156, -0.07391, 0.38861),(-0.09521, -0.06372, 0.38227),,,,,,,,,,,,,,,,,,,
21.3802,(NaN, NaN),(0.0, 0.0),(-0.08276, -0.03120, 0.34678),(-0.04008, -0.06481, 0.38088),(-0.02845, -0.02851, 0.41970),(-0.06052, -0.07215, 0.39861),(-0.08249, -0.07228, 0.38708),(-0.09627, -0.06221, 0.38078),,,,,,,,,,,,,,,,,,,
21.39709,(NaN, NaN),(0.0, 0.0),(-0.08276, -0.03120, 0.34678),(-0.04008, -0.06481, 0.38088),(-0.02845, -0.02851, 0.41970),(-0.06052, -0.07215, 0.39861),(-0.08249, -0.07228, 0.38708),(-0.09627, -0.06221, 0.38078),,,,,,,,,,,,,,,,,,,
21.41377,(NaN, NaN),(0.0, 0.0),(-0.08492, -0.02916, 0.34513),(-0.04128, -0.06144, 0.37949),(-0.03115, -0.02957, 0.41677),(-0.06044, -0.06817, 0.39708),(-0.08264, -0.06986, 0.38541),(-0.09698, -0.06045, 0.37881),,,,,,,,,,,,,,,,,,,
21.4307,(NaN, NaN),(0.0, 0.0),(-0.08451, -0.02954, 0.34481),(-0.04092, -0.06183, 0.37926),(-0.03073, -0.03075, 0.41604),(-0.05993, -0.06801, 0.39683),(-0.08234, -0.07012, 0.38480),(-0.09667, -0.06074, 0.37804),,,,,,,,,,,,,,,,,,,
21.46382,(NaN, NaN),(0.0, 0.0),(-0.08363, -0.02914, 0.34381),(-0.04039, -0.06059, 0.37840),(-0.02947, -0.03080, 0.41429),(-0.05784, -0.06760, 0.39533),(-0.08031, -0.06984, 0.38366),(-0.09491, -0.06072, 0.37678),,,,,,,,,,,,,,,,,,,
21.48079,(NaN, NaN),(0.0, 0.0),(-0.08082, -0.02897, 0.34419),(-0.03800, -0.06159, 0.37838),(-0.02615, -0.03139, 0.41446),(-0.05412, -0.06725, 0.39740),(-0.07751, -0.06982, 0.38470),(-0.09216, -0.06056, 0.37759),,,,,,,,,,,,,,,,,,,
21.51343,(NaN, NaN),(0.0, 0.0),(-0.07516, -0.02932, 0.34469),(-0.03125, -0.06359, 0.37718),(-0.01993, -0.03441, 0.41385),(-0.04654, -0.06788, 0.39770),(-0.07050, -0.07105, 0.38498),(-0.08551, -0.06198, 0.37787),,,,,,,,,,,,,,,,,,,
21.53048,(NaN, NaN),(0.0, 0.0),(-0.06999, -0.03036, 0.34492),(-0.02593, -0.06586, 0.37685),(-0.01498, -0.03603, 0.41401),(-0.04165, -0.06857, 0.39852),(-0.06587, -0.07183, 0.38566),(-0.08084, -0.06277, 0.37835),,,,,,,,,,,,,,,,,,,
21.54714,(NaN, NaN),(0.0, 0.0),(-0.06554, -0.03018, 0.34522),(-0.02240, -0.06635, 0.37616),(-0.01045, -0.03436, 0.41435),(-0.03877, -0.06999, 0.39714),(-0.06163, -0.07145, 0.38723),(-0.07647, -0.06227, 0.38078),,,,,,,,,,,,,,,,,,,
21.5644,(NaN, NaN),(0.0, 0.0),(-0.06146, -0.03033, 0.34546),(-0.01844, -0.06669, 0.37620),(-0.00636, -0.03435, 0.41457),(-0.03491, -0.07037, 0.39716),(-0.05759, -0.07158, 0.38768),(-0.07241, -0.06238, 0.38136),,,,,,,,,,,,,,,,,,,
21.59856,(NaN, NaN),(0.0, 0.0),(-0.04945, -0.03122, 0.34490),(-0.00544, -0.06680, 0.37521),(0.00787, -0.03053, 0.41437),(-0.02667, -0.07203, 0.39444),(-0.04707, -0.07018, 0.38964),(-0.06124, -0.06044, 0.38415),,,,,,,,,,,,,,,,,,,
21.61632,(NaN, NaN),(0.0, 0.0),(-0.04407, -0.03185, 0.34473),(0.00004, -0.06748, 0.37494),(0.01340, -0.03094, 0.41419),(-0.02155, -0.07277, 0.39411),(-0.04181, -0.07068, 0.38962),(-0.05594, -0.06088, 0.38419),,,,,,,,,,,,,,,,,,,
21.65291,(NaN, NaN),(0.0, 0.0),(-0.03456, -0.03408, 0.34749),(0.01227, -0.07337, 0.37459),(0.02451, -0.03598, 0.41552),(-0.01638, -0.07450, 0.39699),(-0.03554, -0.06956, 0.39460),(-0.04891, -0.05874, 0.38921),,,,,,,,,,,,,,,,,,,
21.66685,(NaN, NaN),(0.0, 0.0),(-0.03161, -0.03458, 0.34788),(0.01535, -0.07408, 0.37480),(0.02759, -0.03663, 0.41580),(-0.01364, -0.07497, 0.39737),(-0.03273, -0.06988, 0.39510),(-0.04606, -0.05900, 0.38974),,,,,,,,,,,,,,,,,,,
21.68388,(NaN, NaN),(0.0, 0.0),(-0.02734, -0.03531, 0.34846),(0.01966, -0.07487, 0.37532),(0.03190, -0.03740, 0.41634),(-0.00943, -0.07568, 0.39793),(-0.02851, -0.07055, 0.39571),(-0.04183, -0.05965, 0.39035),,,,,,,,,,,,,,,,,,,
21.69818,(NaN, NaN),(0.0, 0.0),(-0.02734, -0.03531, 0.34846),(0.01966, -0.07487, 0.37532),(0.03190, -0.03740, 0.41634),(-0.00943, -0.07568, 0.39793),(-0.02851, -0.07055, 0.39571),(-0.04183, -0.05965, 0.39035),,,,,,,,,,,,,,,,,,,
21.71273,(NaN, NaN),(0.0, 0.0),(-0.01155, -0.04038, 0.35568),(0.03375, -0.08083, 0.38244),(0.04763, -0.04468, 0.42483),(0.00172, -0.08216, 0.40442),(-0.01669, -0.07517, 0.40114),(-0.02931, -0.06352, 0.39463),,,,,,,,,,,,,,,,,,,
21.72857,(NaN, NaN),(0.0, 0.0),(-0.01253, -0.04464, 0.35533),(0.02772, -0.09084, 0.38352),(0.04241, -0.05483, 0.42801),(-0.00628, -0.08553, 0.40470),(-0.02378, -0.07628, 0.40050),(-0.03491, -0.06380, 0.39449),,,,,,,,,,,,,,,,,,,
21.7611,(NaN, NaN),(0.0, 0.0),(-0.00868, -0.04768, 0.35778),(0.02954, -0.09231, 0.38912),(0.04449, -0.05387, 0.43221),(-0.00488, -0.08417, 0.41141),(-0.02368, -0.07535, 0.40276),(-0.03401, -0.06262, 0.39596),,,,,,,,,,,,,,,,,,,
21.76474,(NaN, NaN),(0.0, 0.0),(-0.00868, -0.04768, 0.35778),(0.02954, -0.09231, 0.38912),(0.04449, -0.05387, 0.43221),(-0.00488, -0.08417, 0.41141),(-0.02368, -0.07535, 0.40276),(-0.03401, -0.06262, 0.39596),,,,,,,,,,,,,,,,,,,
21.77823,(NaN, NaN),(0.0, 0.0),(-0.00868, -0.04768, 0.35778),(0.02954, -0.09231, 0.38912),(0.04449, -0.05387, 0.43221),(-0.00488, -0.08417, 0.41141),(-0.02368, -0.07535, 0.40276),(-0.03401, -0.06262, 0.39596),,,,,,,,,,,,,,,,,,,
21.79497,(NaN, NaN),(0.0, 0.0),(-0.00528, -0.05125, 0.36132),(0.03184, -0.09280, 0.39504),(0.04591, -0.05453, 0.43781),(-0.00340, -0.08810, 0.41504),(-0.02193, -0.07973, 0.40625),(-0.03189, -0.06619, 0.39948),,,,,,,,,,,,,,,,,,,
21.81136,(NaN, NaN),(0.0, 0.0),(-0.00839, -0.04989, 0.36159),(0.02581, -0.08898, 0.39735),(0.03979, -0.05240, 0.43980),(-0.00756, -0.08701, 0.41607),(-0.02641, -0.07926, 0.40555),(-0.03603, -0.06569, 0.39818),,,,,,,,,,,,,,,,,,,
21.82756,(NaN, NaN),(0.0, 0.0),(-0.00977, -0.05005, 0.36274),(0.02412, -0.08888, 0.39947),(0.03630, -0.05287, 0.44229),(-0.00880, -0.08756, 0.41789),(-0.02785, -0.08071, 0.40673),(-0.03757, -0.06692, 0.39987),,,,,,,,,,,,,,,,,,,
21.84524,(NaN, NaN),(0.0, 0.0),(-0.01071, -0.05037, 0.36396),(0.02293, -0.08894, 0.40104),(0.03472, -0.05314, 0.44390),(-0.00982, -0.08796, 0.41930),(-0.02892, -0.08133, 0.40789),(-0.03864, -0.06747, 0.40110),,,,,,,,,,,,,,,,,,,
21.86199,(NaN, NaN),(1431.0, 579.0),(-0.01359, -0.04980, 0.36536),(0.02130, -0.08904, 0.40186),(0.03105, -0.05532, 0.44570),(-0.01237, -0.08863, 0.42066),(-0.03158, -0.08244, 0.40860),(-0.04149, -0.06844, 0.40204),,,,,,,,,,,,,,,,,,,
21.88065,(NaN, NaN),(1420.0, 586.0),(-0.01678, -0.05020, 0.36509),(0.02059, -0.09059, 0.40085),(0.02744, -0.05885, 0.44533),(-0.01564, -0.09042, 0.41940),(-0.03434, -0.08390, 0.40824),(-0.04455, -0.07013, 0.40158),,,,,,,,,,,,,,,,,,,
21.91495,(NaN, NaN),(1397.0, 593.0),(-0.02159, -0.05017, 0.36405),(0.01877, -0.09170, 0.39810),(0.02381, -0.05975, 0.44390),(-0.02078, -0.09241, 0.41434),(-0.03822, -0.08501, 0.40624),(-0.04860, -0.07163, 0.40001),,,,,,,,,,,,,,,,,,,
21.93027,(NaN, NaN),(0.0, 0.0),(-0.02434, -0.04973, 0.36248),(0.01735, -0.09381, 0.39302),(0.02861, -0.06488, 0.43867),(-0.02174, -0.09467, 0.40951),(-0.03885, -0.08668, 0.40392),(-0.04994, -0.07318, 0.39910),,,,,,,,,,,,,,,,,,,
21.96434,(NaN, NaN),(0.0, 0.0),(-0.03041, -0.04753, 0.35731),(0.01089, -0.09043, 0.38844),(0.02405, -0.05399, 0.43453),(-0.02786, -0.09130, 0.40232),(-0.04401, -0.08299, 0.39943),(-0.05497, -0.06983, 0.39438),,,,,,,,,,,,,,,,,,,
21.98136,(NaN, NaN),(0.0, 0.0),(-0.03350, -0.04296, 0.35502),(0.00778, -0.08521, 0.38518),(0.02164, -0.04829, 0.42975),(-0.02868, -0.08737, 0.39842),(-0.04492, -0.07888, 0.39635),(-0.05593, -0.06621, 0.39182),,,,,,,,,,,,,,,,,,,
22.01479,(NaN, NaN),(0.0, 0.0),(-0.03753, -0.03940, 0.35384),(0.00612, -0.08145, 0.38102),(0.02062, -0.04488, 0.42496),(-0.02718, -0.08543, 0.39249),(-0.04311, -0.07809, 0.39324),(-0.05499, -0.06634, 0.39065),,,,,,,,,,,,,,,,,,,
22.0484,(NaN, NaN),(0.0, 0.0),(-0.04755, -0.03702, 0.34711),(-0.00472, -0.07274, 0.37870),(0.00917, -0.03005, 0.41974),(-0.03429, -0.07925, 0.39091),(-0.05273, -0.07488, 0.38562),(-0.06527, -0.06471, 0.37989),,,,,,,,,,,,,,,,,,,
22.08139,(NaN, NaN),(0.0, 0.0),(-0.05825, -0.02959, 0.34445),(-0.01337, -0.06510, 0.37336),(0.00021, -0.02493, 0.41455),(-0.04034, -0.07352, 0.38648),(-0.05874, -0.06976, 0.38325),(-0.07206, -0.05908, 0.37927),,,,,,,,,,,,,,,,,,,
22.11583,(NaN, NaN),(0.0, 0.0),(-0.06855, -0.02529, 0.34165),(-0.02400, -0.05880, 0.37244),(-0.01205, -0.01924, 0.41203),(-0.04821, -0.06632, 0.38766),(-0.06773, -0.06434, 0.38249),(-0.08139, -0.05410, 0.37774),,,,,,,,,,,,,,,,,,,
22.14867,(NaN, NaN),(0.0, 0.0),(-0.07717, -0.02150, 0.33969),(-0.03467, -0.05411, 0.37328),(-0.02222, -0.01784, 0.41016),(-0.05480, -0.06062, 0.38962),(-0.07615, -0.06060, 0.38040),(-0.09005, -0.05057, 0.37436),,,,,,,,,,,,,,,,,,,
22.18179,(NaN, NaN),(0.0, 0.0),(-0.08435, -0.01873, 0.33752),(-0.04291, -0.05142, 0.37271),(-0.03100, -0.01808, 0.40849),(-0.06017, -0.05600, 0.39165),(-0.08267, -0.05761, 0.38008),(-0.09710, -0.04798, 0.37228),,,,,,,,,,,,,,,,,,,
22.21477,(NaN, NaN),(0.0, 0.0),(-0.09137, -0.01384, 0.33611),(-0.04975, -0.04523, 0.37342),(-0.04053, -0.01374, 0.40800),(-0.06714, -0.04858, 0.39317),(-0.08950, -0.05141, 0.38100),(-0.10421, -0.04263, 0.37142),,,,,,,,,,,,,,,,,,,
22.24709,(NaN, NaN),(0.0, 0.0),(-0.09905, -0.00895, 0.33588),(-0.05702, -0.04138, 0.37236),(-0.04867, -0.00970, 0.40776),(-0.07450, -0.04257, 0.39439),(-0.09761, -0.04670, 0.38024),(-0.11249, -0.03795, 0.36979),,,,,,,,,,,,,,,,,,,
22.26398,(NaN, NaN),(0.0, 0.0),(-0.10346, -0.00750, 0.33530),(-0.06124, -0.03816, 0.37249),(-0.05418, -0.00492, 0.40863),(-0.07991, -0.04062, 0.39443),(-0.10261, -0.04475, 0.37980),(-0.11740, -0.03624, 0.36896),,,,,,,,,,,,,,,,,,,
22.29693,(NaN, NaN),(0.0, 0.0),(-0.11190, -0.00325, 0.33507),(-0.06870, -0.03152, 0.37284),(-0.06412, 0.00374, 0.40982),(-0.09113, -0.03704, 0.39301),(-0.11281, -0.04001, 0.37829),(-0.12712, -0.03129, 0.36793),,,,,,,,,,,,,,,,,,,
22.31376,(NaN, NaN),(0.0, 0.0),(-0.11637, -0.00084, 0.33507),(-0.07285, -0.02847, 0.37296),(-0.06889, 0.00710, 0.41009),(-0.09607, -0.03472, 0.39276),(-0.11754, -0.03751, 0.37801),(-0.13175, -0.02878, 0.36779),,,,,,,,,,,,,,,,,,,
22.34656,(NaN, NaN),(0.0, 0.0),(-0.12520, 0.00114, 0.33684),(-0.08290, -0.02579, 0.37563),(-0.07916, 0.00942, 0.41323),(-0.10442, -0.03092, 0.39538),(-0.12578, -0.03675, 0.37878),(-0.13989, -0.02839, 0.36894),,,,,,,,,,,,,,,,,,,
22.36361,(NaN, NaN),(0.0, 0.0),(-0.12946, 0.00206, 0.33741),(-0.08733, -0.02466, 0.37642),(-0.08370, 0.01048, 0.41404),(-0.10869, -0.02983, 0.39611),(-0.13001, -0.03597, 0.37922),(-0.14409, -0.02767, 0.36945),,,,,,,,,,,,,,,,,,,
22.38053,(NaN, NaN),(0.0, 0.0),(-0.13229, 0.00087, 0.33799),(-0.09101, -0.02551, 0.37733),(-0.08689, 0.00872, 0.41520),(-0.11254, -0.03408, 0.39459),(-0.13319, -0.03813, 0.37860),(-0.14709, -0.02955, 0.36930),,,,,,,,,,,,,,,,,,,
22.41369,(NaN, NaN),(0.0, 0.0),(-0.14009, -0.00120, 0.34014),(-0.10071, -0.02688, 0.37984),(-0.09538, 0.00610, 0.41828),(-0.12274, -0.04000, 0.39188),(-0.14206, -0.04152, 0.37834),(-0.15561, -0.03229, 0.36971),,,,,,,,,,,,,,,,,,,
22.4308,(NaN, NaN),(0.0, 0.0),(-0.14244, -0.00275, 0.34245),(-0.10476, -0.02863, 0.38266),(-0.09840, 0.00409, 0.42153),(-0.12604, -0.04212, 0.39428),(-0.14572, -0.04410, 0.37760),(-0.15885, -0.03426, 0.36974),,,,,,,,,,,,,,,,,,,
22.46316,(NaN, NaN),(0.0, 0.0),(-0.14815, -0.00695, 0.34458),(-0.11178, -0.03211, 0.38390),(-0.10238, -0.00029, 0.42376),(-0.13240, -0.05157, 0.38720),(-0.15120, -0.05005, 0.37346),(-0.16422, -0.03994, 0.36855),,,,,,,,,,,,,,,,,,,
22.49831,(NaN, NaN),(0.0, 0.0),(-0.15198, -0.01051, 0.34770),(-0.11709, -0.03466, 0.38740),(-0.10689, -0.00220, 0.42782),(-0.13864, -0.05673, 0.38446),(-0.15636, -0.05372, 0.37244),(-0.16914, -0.04344, 0.36905),,,,,,,,,,,,,,,,,,,
22.53272,(NaN, NaN),(0.0, 0.0),(-0.15483, -0.01497, 0.35083),(-0.12190, -0.03936, 0.39117),(-0.11064, -0.00497, 0.43193),(-0.14485, -0.06144, 0.38433),(-0.16171, -0.05756, 0.37309),(-0.17401, -0.04693, 0.37050),,,,,,,,,,,,,,,,,,,
22.56911,(NaN, NaN),(0.0, 0.0),(-0.15194, -0.01707, 0.35288),(-0.11960, -0.04229, 0.39297),(-0.10842, -0.00157, 0.43417),(-0.14130, -0.06267, 0.38541),(-0.15811, -0.05940, 0.37505),(-0.17055, -0.04928, 0.37278),,,,,,,,,,,,,,,,,,,
22.5998,(NaN, NaN),(0.0, 0.0),(-0.15211, -0.01739, 0.35408),(-0.11946, -0.04293, 0.39420),(-0.10864, 0.00013, 0.43516),(-0.14079, -0.06297, 0.38767),(-0.15760, -0.05990, 0.37809),(-0.17019, -0.04981, 0.37520),,,,,,,,,,,,,,,,,,,
