time,gaze,,touch,,l_palm,,,l_thumb,,,l_index,,,l_middle,,,l_ring,,,l_pinky,,,r_palm,,,r_thumb,,,r_index,,,r_middle,,,r_ring,,,r_pinky,,,
15.61363,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07227, 0.03232, 0.28872),(0.02176, 0.07220, 0.28388),(0.01551, 0.07287, 0.34186),(0.01529, 0.06126, 0.35501),(0.02238, 0.03698, 0.35465),(0.03961, 0.01733, 0.35018),
15.64924,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.06876, 0.02780, 0.28457),(0.01283, 0.05670, 0.28247),(0.00933, 0.06619, 0.33308),(0.01192, 0.05715, 0.34717),(0.02155, 0.03339, 0.34826),(0.04018, 0.01686, 0.34552),
15.68199,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.06499, 0.02385, 0.28037),(0.00540, 0.04107, 0.28323),(0.00271, 0.05605, 0.32786),(0.00684, 0.04713, 0.34072),(0.02083, 0.02624, 0.34346),(0.04121, 0.01329, 0.34106),
15.71217,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.06061, 0.01727, 0.27300),(0.00036, 0.02255, 0.28180),(-0.00373, 0.04316, 0.31926),(0.00214, 0.03515, 0.33187),(0.01965, 0.01776, 0.33603),(0.04112, 0.00813, 0.33322),
15.73418,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05767, 0.01324, 0.26860),(-0.00261, 0.01834, 0.27748),(-0.00670, 0.03903, 0.31484),(-0.00081, 0.03104, 0.32745),(0.01675, 0.01370, 0.33163),(0.03824, 0.00412, 0.32882),
15.76481,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.04999, 0.00240, 0.26175),(-0.00523, -0.01852, 0.28325),(-0.01616, 0.00519, 0.30372),(-0.00432, -0.00403, 0.31120),(0.01592, -0.00552, 0.31963),(0.03774, -0.00466, 0.31971),
15.79882,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.04681, -0.00525, 0.25863),(-0.00624, -0.03112, 0.28372),(-0.01539, -0.01071, 0.29857),(-0.00470, -0.01609, 0.30658),(0.01560, -0.01573, 0.31432),(0.03636, -0.01181, 0.31541),
15.80455,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.04615, -0.00661, 0.25797),(-0.00683, -0.03268, 0.28318),(-0.01594, -0.01237, 0.29784),(-0.00526, -0.01765, 0.30585),(0.01503, -0.01720, 0.31358),(0.03576, -0.01316, 0.31470),
15.8288,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.04690, -0.01104, 0.26076),(-0.00382, -0.04092, 0.28831),(-0.01157, -0.02162, 0.30253),(0.00170, -0.02820, 0.30806),(0.02234, -0.02796, 0.31294),(0.04075, -0.02210, 0.31311),
15.84709,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.04656, -0.01467, 0.26129),(-0.00364, -0.04536, 0.28948),(-0.01119, -0.02621, 0.30361),(0.00279, -0.03311, 0.30848),(0.02359, -0.03294, 0.31265),(0.04148, -0.02661, 0.31269),
15.87892,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05020, -0.01782, 0.26712),(0.00071, -0.04868, 0.29563),(-0.00486, -0.03097, 0.31493),(0.01335, -0.04147, 0.31464),(0.03490, -0.04191, 0.31494),(0.05104, -0.03432, 0.31442),
15.89686,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05141, -0.01975, 0.27021),(0.00193, -0.05044, 0.29886),(-0.00320, -0.03284, 0.31897),(0.01568, -0.04407, 0.31775),(0.03736, -0.04479, 0.31734),(0.05324, -0.03710, 0.31670),
15.92901,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05478, -0.02182, 0.27904),(0.00706, -0.05055, 0.30764),(-0.00442, -0.02461, 0.33519),(0.02261, -0.04971, 0.32551),(0.04379, -0.05140, 0.32329),(0.05975, -0.04395, 0.32075),
15.94697,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05660, -0.02288, 0.28312),(0.00902, -0.05110, 0.31181),(-0.00325, -0.02392, 0.34031),(0.02484, -0.05103, 0.32948),(0.04593, -0.05286, 0.32706),(0.06192, -0.04548, 0.32427),
15.98045,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.06230, -0.02214, 0.28795),(0.01596, -0.04825, 0.31771),(0.00117, -0.00870, 0.34978),(0.02914, -0.04860, 0.33810),(0.05185, -0.05441, 0.33085),(0.06839, -0.04770, 0.32620),
15.99738,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.06230, -0.02214, 0.28795),(0.01596, -0.04825, 0.31771),(0.00117, -0.00870, 0.34978),(0.02914, -0.04860, 0.33810),(0.05185, -0.05441, 0.33085),(0.06839, -0.04770, 0.32620),
16.03223,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.06795, -0.02556, 0.29783),(0.02005, -0.05185, 0.32826),(0.01015, -0.00235, 0.36375),(0.03758, -0.05071, 0.35102),(0.06007, -0.05988, 0.34026),(0.07638, -0.05294, 0.33424),
16.06717,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07046, -0.03022, 0.30599),(0.02188, -0.05775, 0.33639),(0.01503, -0.00754, 0.37455),(0.04164, -0.05571, 0.36131),(0.06488, -0.06640, 0.34678),(0.08071, -0.05886, 0.34056),
16.10485,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07207, -0.03243, 0.31042),(0.02349, -0.05996, 0.34082),(0.01665, -0.00975, 0.37899),(0.04326, -0.05792, 0.36575),(0.06650, -0.06862, 0.35121),(0.08233, -0.06107, 0.34499),
16.11688,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07207, -0.03243, 0.31042),(0.02349, -0.05996, 0.34082),(0.01665, -0.00975, 0.37899),(0.04326, -0.05792, 0.36575),(0.06650, -0.06862, 0.35121),(0.08233, -0.06107, 0.34499),
16.13101,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.06863, -0.03710, 0.31768),(0.01915, -0.06584, 0.34877),(0.01475, -0.01323, 0.38725),(0.04098, -0.05865, 0.37603),(0.06485, -0.07283, 0.35875),(0.08033, -0.06505, 0.35221),
16.16162,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.06637, -0.03700, 0.32262),(0.01563, -0.07322, 0.35239),(0.01571, -0.03450, 0.39400),(0.03766, -0.06166, 0.38696),(0.06550, -0.07641, 0.35900),(0.07967, -0.06643, 0.35683),
16.17896,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.06637, -0.03700, 0.32262),(0.01563, -0.07322, 0.35239),(0.01571, -0.03450, 0.39400),(0.03766, -0.06166, 0.38696),(0.06550, -0.07641, 0.35900),(0.07967, -0.06643, 0.35683),
16.21165,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.06018, -0.03964, 0.33518),(0.01324, -0.08036, 0.36478),(0.01174, -0.05217, 0.40372),(0.03142, -0.06939, 0.40012),(0.06096, -0.08196, 0.36707),(0.07435, -0.07167, 0.36552),
16.22885,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05766, -0.04069, 0.33971),(0.01138, -0.08227, 0.36915),(0.00940, -0.05516, 0.40805),(0.02916, -0.07179, 0.40429),(0.05885, -0.08355, 0.37075),(0.07207, -0.07316, 0.36934),
16.26194,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05689, -0.04325, 0.34382),(0.01532, -0.08486, 0.37437),(0.00803, -0.05646, 0.41558),(0.03010, -0.07493, 0.41093),(0.06165, -0.08669, 0.37179),(0.07387, -0.07596, 0.36989),
16.26582,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05689, -0.04325, 0.34382),(0.01532, -0.08486, 0.37437),(0.00803, -0.05646, 0.41558),(0.03010, -0.07493, 0.41093),(0.06165, -0.08669, 0.37179),(0.07387, -0.07596, 0.36989),
16.29684,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05433, -0.04554, 0.34981),(0.01336, -0.08737, 0.38041),(0.00550, -0.05896, 0.42192),(0.02791, -0.07769, 0.41706),(0.05959, -0.08909, 0.37737),(0.07168, -0.07830, 0.37543),
16.31371,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05315, -0.04658, 0.35257),(0.01218, -0.08842, 0.38316),(0.00432, -0.06000, 0.42467),(0.02673, -0.07874, 0.41982),(0.05841, -0.09014, 0.38012),(0.07050, -0.07935, 0.37818),
16.34667,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05089, -0.05075, 0.35401),(0.01706, -0.09373, 0.38700),(0.00268, -0.05221, 0.43215),(0.03461, -0.08272, 0.42094),(0.06186, -0.09003, 0.38664),(0.07373, -0.07777, 0.38130),
16.36363,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05089, -0.05319, 0.35649),(0.01969, -0.09458, 0.39193),(0.00608, -0.05158, 0.43706),(0.03954, -0.08064, 0.42933),(0.06477, -0.08858, 0.39045),(0.07634, -0.07742, 0.38325),
16.3969,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.04824, -0.05760, 0.35710),(0.01858, -0.10006, 0.39149),(0.00202, -0.05538, 0.43723),(0.03328, -0.08113, 0.43835),(0.06220, -0.09127, 0.39155),(0.07394, -0.08098, 0.38408),
16.45625,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05076, -0.06049, 0.35570),(0.01735, -0.10878, 0.38956),(0.00617, -0.06054, 0.43825),(0.03929, -0.07959, 0.44317),(0.06770, -0.08805, 0.42152),(0.08084, -0.08059, 0.38894),
16.4663,(NaN, NaN),(933.0, 565.0),,,,,,,,,,,,,,,,,,,(0.05081, -0.06081, 0.35567),(0.01730, -0.10918, 0.38952),(0.00619, -0.06085, 0.43824),(0.03931, -0.07975, 0.44328),(0.06775, -0.08816, 0.42249),(0.08096, -0.08087, 0.38919),
16.46959,(NaN, NaN),(933.0, 564.0),,,,,,,,,,,,,,,,,,,(0.05081, -0.06081, 0.35567),(0.01730, -0.10918, 0.38952),(0.00619, -0.06085, 0.43824),(0.03931, -0.07975, 0.44328),(0.06775, -0.08816, 0.42249),(0.08096, -0.08087, 0.38919),
16.49913,(NaN, NaN),(933.0, 564.0),,,,,,,,,,,,,,,,,,,(0.05106, -0.05556, 0.35552),(0.01177, -0.10156, 0.38979),(0.00341, -0.05152, 0.43615),(0.03591, -0.07351, 0.44132),(0.06266, -0.07125, 0.43238),(0.07945, -0.07368, 0.39594),
16.51698,(NaN, NaN),(936.0, 567.0),,,,,,,,,,,,,,,,,,,(0.05124, -0.05355, 0.35520),(0.01130, -0.09920, 0.38964),(0.00333, -0.04890, 0.43566),(0.03580, -0.07142, 0.44070),(0.06228, -0.06807, 0.43325),(0.07941, -0.07140, 0.39625),
16.55776,(NaN, NaN),(936.0, 567.0),,,,,,,,,,,,,,,,,,,(0.05447, -0.04988, 0.35012),(0.01404, -0.08984, 0.38757),(0.00736, -0.03921, 0.42852),(0.04081, -0.07158, 0.42645),(0.06229, -0.06631, 0.42600),(0.08004, -0.06904, 0.38277),
16.56283,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05475, -0.04951, 0.34961),(0.01432, -0.08939, 0.38712),(0.00767, -0.03874, 0.42799),(0.04113, -0.07120, 0.42585),(0.06256, -0.06595, 0.42545),(0.08030, -0.06865, 0.38212),
16.56754,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05475, -0.04951, 0.34961),(0.01432, -0.08939, 0.38712),(0.00767, -0.03874, 0.42799),(0.04113, -0.07120, 0.42585),(0.06256, -0.06595, 0.42545),(0.08030, -0.06865, 0.38212),
16.57933,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05475, -0.04951, 0.34961),(0.01432, -0.08939, 0.38712),(0.00767, -0.03874, 0.42799),(0.04113, -0.07120, 0.42585),(0.06256, -0.06595, 0.42545),(0.08030, -0.06865, 0.38212),
16.59465,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05927, -0.04098, 0.34418),(0.01739, -0.07766, 0.38182),(0.01188, -0.03104, 0.41901),(0.04105, -0.06014, 0.41630),(0.06803, -0.07005, 0.39040),(0.08172, -0.06178, 0.37834),
16.61156,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.06087, -0.03877, 0.34343),(0.01875, -0.07588, 0.37826),(0.01175, -0.03263, 0.41644),(0.04004, -0.06154, 0.41112),(0.06715, -0.07079, 0.38519),(0.08082, -0.06262, 0.37712),
16.63465,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.06321, -0.03480, 0.34176),(0.02093, -0.07184, 0.37565),(0.01350, -0.03005, 0.41393),(0.04113, -0.05851, 0.40786),(0.06853, -0.06804, 0.38093),(0.08208, -0.05981, 0.37530),
16.6462,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.06332, -0.03339, 0.34066),(0.02355, -0.06864, 0.37689),(0.01425, -0.02584, 0.41244),(0.04038, -0.05000, 0.40881),(0.06889, -0.06610, 0.37751),(0.08165, -0.05771, 0.37345),
16.66365,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.06493, -0.03066, 0.33883),(0.02555, -0.06575, 0.37424),(0.01502, -0.02301, 0.41097),(0.04043, -0.04778, 0.40588),(0.06957, -0.06603, 0.37124),(0.08194, -0.05739, 0.36929),
16.69638,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.06766, -0.02479, 0.33432),(0.02906, -0.05734, 0.37160),(0.01729, -0.01223, 0.40675),(0.04117, -0.03644, 0.40334),(0.07152, -0.06082, 0.36398),(0.08357, -0.05205, 0.36338),
16.7293,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07140, -0.02088, 0.32666),(0.03304, -0.05146, 0.36393),(0.02021, -0.00960, 0.39865),(0.04136, -0.03376, 0.39599),(0.07219, -0.05985, 0.35542),(0.08477, -0.05100, 0.35433),
16.74661,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07338, -0.01785, 0.32305),(0.03486, -0.04760, 0.36062),(0.02194, -0.00616, 0.39475),(0.04265, -0.03020, 0.39255),(0.07363, -0.05710, 0.35188),(0.08628, -0.04820, 0.35064),
16.76291,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07360, -0.01942, 0.32038),(0.03454, -0.05014, 0.35713),(0.02344, -0.01550, 0.39145),(0.04207, -0.03452, 0.38917),(0.07228, -0.06010, 0.34770),(0.08522, -0.05150, 0.34689),
16.79558,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07540, -0.01576, 0.31558),(0.03551, -0.04610, 0.35347),(0.02512, -0.01211, 0.38581),(0.04383, -0.02932, 0.38493),(0.07476, -0.05578, 0.34455),(0.08770, -0.04661, 0.34246),
16.79848,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07540, -0.01576, 0.31558),(0.03551, -0.04610, 0.35347),(0.02512, -0.01211, 0.38581),(0.04383, -0.02932, 0.38493),(0.07476, -0.05578, 0.34455),(0.08770, -0.04661, 0.34246),
16.81201,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07727, -0.01407, 0.31475),(0.03475, -0.04318, 0.35127),(0.02722, -0.01060, 0.38496),(0.04496, -0.02968, 0.38271),(0.07397, -0.05517, 0.34374),(0.08782, -0.04649, 0.34061),
16.82844,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07799, -0.01348, 0.31139),(0.03611, -0.04244, 0.34946),(0.02892, -0.00910, 0.38208),(0.04683, -0.02704, 0.38036),(0.07605, -0.05338, 0.34283),(0.08975, -0.04452, 0.33868),
16.84522,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07904, -0.01237, 0.30866),(0.03712, -0.04121, 0.34702),(0.03020, -0.00784, 0.37944),(0.04809, -0.02558, 0.37778),(0.07724, -0.05207, 0.34068),(0.09097, -0.04318, 0.33622),
16.86146,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07948, -0.01217, 0.30642),(0.03553, -0.04122, 0.34325),(0.03018, -0.00817, 0.37709),(0.04730, -0.02615, 0.37516),(0.07623, -0.05253, 0.33772),(0.09038, -0.04400, 0.33325),
16.87804,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07948, -0.01217, 0.30642),(0.03553, -0.04122, 0.34325),(0.03018, -0.00817, 0.37709),(0.04730, -0.02615, 0.37516),(0.07623, -0.05253, 0.33772),(0.09038, -0.04400, 0.33325),
16.8958,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07964, -0.01152, 0.30359),(0.03577, -0.04118, 0.33995),(0.02970, -0.00537, 0.37473),(0.04526, -0.02030, 0.37576),(0.07643, -0.05145, 0.33587),(0.09070, -0.04285, 0.33099),
16.91157,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07984, -0.01124, 0.30233),(0.03591, -0.04108, 0.33845),(0.02983, -0.00487, 0.37362),(0.04497, -0.01913, 0.37519),(0.07646, -0.05125, 0.33468),(0.09081, -0.04267, 0.32973),
16.929,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07912, -0.00995, 0.30246),(0.03623, -0.03998, 0.33956),(0.02940, 0.00062, 0.37487),(0.04336, -0.00950, 0.38018),(0.07731, -0.04878, 0.33541),(0.09123, -0.04001, 0.33058),
16.94572,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07948, -0.00983, 0.30174),(0.03736, -0.04059, 0.33809),(0.02964, 0.00126, 0.37440),(0.04293, -0.00404, 0.38219),(0.07736, -0.04881, 0.33539),(0.09147, -0.04009, 0.33025),
16.9633,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07960, -0.00940, 0.30100),(0.03774, -0.04038, 0.33721),(0.02975, 0.00211, 0.37381),(0.04274, -0.00161, 0.38254),(0.07749, -0.04836, 0.33488),(0.09162, -0.03964, 0.32966),
16.97834,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07960, -0.00940, 0.30100),(0.03774, -0.04038, 0.33721),(0.02975, 0.00211, 0.37381),(0.04274, -0.00161, 0.38254),(0.07749, -0.04836, 0.33488),(0.09162, -0.03964, 0.32966),
16.99512,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07921, -0.00803, 0.30002),(0.03826, -0.03849, 0.33674),(0.02928, 0.00683, 0.37272),(0.04199, 0.00743, 0.38257),(0.07756, -0.04576, 0.33542),(0.09159, -0.03712, 0.33000),
17.01189,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07915, -0.00745, 0.29944),(0.03820, -0.03792, 0.33616),(0.02922, 0.00743, 0.37214),(0.04191, 0.00808, 0.38201),(0.07749, -0.04518, 0.33485),(0.09153, -0.03653, 0.32943),
17.02873,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07908, -0.00687, 0.29885),(0.03813, -0.03734, 0.33557),(0.02915, 0.00802, 0.37155),(0.04184, 0.00867, 0.38142),(0.07742, -0.04460, 0.33426),(0.09146, -0.03595, 0.32884),
17.04511,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07847, -0.00725, 0.30070),(0.03609, -0.03760, 0.33607),(0.02961, 0.00876, 0.37434),(0.04279, 0.00932, 0.38400),(0.07576, -0.04556, 0.33654),(0.09019, -0.03732, 0.33075),
17.06134,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07733, -0.00622, 0.30224),(0.03504, -0.03543, 0.33856),(0.02839, 0.01087, 0.37510),(0.04137, 0.01097, 0.38483),(0.07585, -0.04331, 0.33812),(0.08987, -0.03492, 0.33269),
17.07835,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07733, -0.00622, 0.30224),(0.03504, -0.03543, 0.33856),(0.02839, 0.01087, 0.37510),(0.04137, 0.01097, 0.38483),(0.07585, -0.04331, 0.33812),(0.08987, -0.03492, 0.33269),
17.09505,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07534, -0.00625, 0.30550),(0.03153, -0.03578, 0.34079),(0.02737, 0.00794, 0.37915),(0.04108, 0.00173, 0.38770),(0.07401, -0.04434, 0.34052),(0.08809, -0.03590, 0.33504),
17.11192,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07431, -0.00459, 0.30714),(0.02972, -0.03277, 0.34441),(0.02740, 0.01183, 0.38073),(0.04057, 0.00603, 0.38820),(0.07446, -0.04064, 0.34470),(0.08812, -0.03218, 0.33871),
17.12867,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07332, -0.00365, 0.30874),(0.02840, -0.03148, 0.34648),(0.02676, 0.01317, 0.38236),(0.03984, 0.00704, 0.38946),(0.07388, -0.03921, 0.34693),(0.08742, -0.03074, 0.34079),
17.14507,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07055, -0.00644, 0.31329),(0.02455, -0.03887, 0.34893),(0.02589, -0.00168, 0.38739),(0.03964, -0.00284, 0.39395),(0.07198, -0.04347, 0.35056),(0.08556, -0.03458, 0.34519),
17.16137,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.06691, -0.00805, 0.31724),(0.01983, -0.04224, 0.35274),(0.02261, -0.00641, 0.38990),(0.03632, -0.00282, 0.39758),(0.06909, -0.04367, 0.35628),(0.08260, -0.03482, 0.35111),
17.17867,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.06691, -0.00805, 0.31724),(0.01983, -0.04224, 0.35274),(0.02261, -0.00641, 0.38990),(0.03632, -0.00282, 0.39758),(0.06909, -0.04367, 0.35628),(0.08260, -0.03482, 0.35111),
17.19703,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.06190, -0.01009, 0.32645),(0.01346, -0.04869, 0.36027),(0.02071, -0.01855, 0.39745),(0.03366, -0.00898, 0.40728),(0.06528, -0.04643, 0.36497),(0.07906, -0.03716, 0.36086),
17.21779,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05951, -0.00917, 0.33164),(0.01146, -0.05017, 0.36638),(0.02163, -0.01975, 0.40161),(0.03341, -0.00888, 0.41248),(0.06509, -0.04460, 0.37060),(0.07870, -0.03405, 0.36782),
17.22872,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05812, -0.00924, 0.33432),(0.01005, -0.05042, 0.36909),(0.02043, -0.02008, 0.40423),(0.03215, -0.00905, 0.41518),(0.06381, -0.04464, 0.37330),(0.07742, -0.03402, 0.37060),
17.2452,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05754, -0.00997, 0.33646),(0.00788, -0.05231, 0.37056),(0.02296, -0.02492, 0.40512),(0.03475, -0.01380, 0.41745),(0.06366, -0.04665, 0.37379),(0.07792, -0.03548, 0.37339),
17.26166,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05395, -0.01219, 0.34195),(0.00740, -0.05844, 0.37722),(0.02323, -0.02896, 0.41125),(0.03544, -0.01689, 0.42399),(0.06373, -0.04799, 0.37889),(0.07780, -0.03535, 0.37969),
17.27813,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05395, -0.01219, 0.34195),(0.00740, -0.05844, 0.37722),(0.02323, -0.02896, 0.41125),(0.03544, -0.01689, 0.42399),(0.06373, -0.04799, 0.37889),(0.07780, -0.03535, 0.37969),
17.29627,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05105, -0.01261, 0.34708),(0.00423, -0.05923, 0.38238),(0.02199, -0.02935, 0.41751),(0.03554, -0.01800, 0.42998),(0.06155, -0.04878, 0.38235),(0.07660, -0.03488, 0.38555),
17.31262,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.04943, -0.01308, 0.34965),(0.00280, -0.06004, 0.38505),(0.02081, -0.02981, 0.42041),(0.03462, -0.01851, 0.43281),(0.06032, -0.04919, 0.38465),(0.07555, -0.03483, 0.38850),
17.33834,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.04748, -0.01422, 0.35217),(0.00062, -0.06120, 0.38746),(0.01906, -0.03014, 0.42391),(0.03392, -0.01995, 0.43573),(0.05855, -0.05050, 0.38649),(0.07434, -0.03548, 0.39140),
17.35529,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.04603, -0.01487, 0.35424),(-0.00083, -0.06187, 0.38953),(0.01765, -0.03074, 0.42605),(0.03257, -0.02062, 0.43783),(0.05714, -0.05115, 0.38852),(0.07296, -0.03607, 0.39352),
17.36966,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.04482, -0.01540, 0.35596),(-0.00203, -0.06240, 0.39126),(0.01644, -0.03127, 0.42778),(0.03137, -0.02115, 0.43956),(0.05593, -0.05169, 0.39024),(0.07176, -0.03660, 0.39525),
17.38658,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.04453, -0.01509, 0.35648),(-0.00186, -0.06173, 0.39253),(0.01657, -0.02902, 0.42889),(0.03221, -0.01951, 0.44038),(0.05624, -0.05072, 0.39065),(0.07216, -0.03502, 0.39615),
17.40515,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.04325, -0.01553, 0.35833),(-0.00313, -0.06217, 0.39438),(0.01529, -0.02946, 0.43074),(0.03094, -0.01995, 0.44223),(0.05496, -0.05116, 0.39249),(0.07089, -0.03546, 0.39800),
17.42183,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.04307, -0.01547, 0.36001),(-0.00430, -0.06094, 0.39635),(0.01495, -0.02781, 0.43294),(0.03140, -0.01879, 0.44409),(0.05428, -0.05123, 0.39295),(0.07074, -0.03530, 0.40015),
17.43142,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.04307, -0.01547, 0.36001),(-0.00430, -0.06094, 0.39635),(0.01495, -0.02781, 0.43294),(0.03140, -0.01879, 0.44409),(0.05428, -0.05123, 0.39295),(0.07074, -0.03530, 0.40015),
17.44498,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.04462, -0.01852, 0.35890),(-0.00179, -0.06228, 0.39652),(0.01722, -0.02826, 0.43391),(0.03575, -0.02257, 0.44278),(0.05665, -0.05382, 0.39135),(0.07372, -0.03743, 0.39936),
