time,gaze,,touch,,l_palm,,,l_thumb,,,l_index,,,l_middle,,,l_ring,,,l_pinky,,,r_palm,,,r_thumb,,,r_index,,,r_middle,,,r_ring,,,r_pinky,,
24.7682,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24.7682,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24.7882,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.08105, 0.00765, 0.32486,0.04063, -0.02112, 0.36038,0.03407, -0.00190, 0.39791,0.08763, -0.02077, 0.32847,0.10178, -0.01308, 0.32987,0.10971, -0.00366, 0.33471
24.79777,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.08105, 0.00765, 0.32486,0.04063, -0.02112, 0.36038,0.03407, -0.00190, 0.39791,0.08763, -0.02077, 0.32847,0.10178, -0.01308, 0.32987,0.10971, -0.00366, 0.33471
24.80358,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.08163, 0.00654, 0.32446,0.04106, -0.02234, 0.35977,0.03528, -0.00403, 0.39753,0.08823, -0.02180, 0.32802,0.10241, -0.01410, 0.32932,0.11058, -0.00466, 0.33423
24.81052,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.08163, 0.00654, 0.32446,0.04106, -0.02234, 0.35977,0.03528, -0.00403, 0.39753,0.08823, -0.02180, 0.32802,0.10241, -0.01410, 0.32932,0.11058, -0.00466, 0.33423
24.81758,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.08163, 0.00654, 0.32446,0.04106, -0.02234, 0.35977,0.03528, -0.00403, 0.39753,0.08823, -0.02180, 0.32802,0.10241, -0.01410, 0.32932,0.11058, -0.00466, 0.33423
24.82358,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.08214, 0.00500, 0.32394,0.04129, -0.02396, 0.35883,0.03646, -0.00684, 0.39693,0.08880, -0.02330, 0.32770,0.10285, -0.01561, 0.32853,0.11147, -0.00622, 0.33359
24.82976,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.08214, 0.00500, 0.32394,0.04129, -0.02396, 0.35883,0.03646, -0.00684, 0.39693,0.08880, -0.02330, 0.32770,0.10285, -0.01561, 0.32853,0.11147, -0.00622, 0.33359
24.83656,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.08214, 0.00500, 0.32394,0.04129, -0.02396, 0.35883,0.03646, -0.00684, 0.39693,0.08880, -0.02330, 0.32770,0.10285, -0.01561, 0.32853,0.11147, -0.00622, 0.33359
