time,gaze,,touch,,l_palm,,,l_thumb,,,l_index,,,l_middle,,,l_ring,,,l_pinky,,,r_palm,,,r_thumb,,,r_index,,,r_middle,,,r_ring,,,r_pinky,,
78.58642,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03787, -0.01621, 0.46638,-0.01431, 0.00867, 0.48055,-0.00583, 0.04670, 0.51553,-0.00868, 0.02148, 0.51917,0.02138, -0.04183, 0.48549,0.03236, -0.03844, 0.49545
78.58642,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03787, -0.01621, 0.46638,-0.01431, 0.00867, 0.48055,-0.00583, 0.04670, 0.51553,-0.00868, 0.02148, 0.51917,0.02138, -0.04183, 0.48549,0.03236, -0.03844, 0.49545
78.60641,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03626, -0.01351, 0.46444,-0.01923, 0.01194, 0.47383,-0.01982, 0.03342, 0.51410,-0.01812, 0.00709, 0.51786,0.01898, -0.04026, 0.48604,0.03181, -0.03809, 0.49258
78.61338,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03626, -0.01351, 0.46444,-0.01923, 0.01194, 0.47383,-0.01982, 0.03342, 0.51410,-0.01812, 0.00709, 0.51786,0.01898, -0.04026, 0.48604,0.03181, -0.03809, 0.49258
78.62043,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03617, -0.01339, 0.46443,-0.01946, 0.01212, 0.47344,-0.02163, 0.02316, 0.51263,-0.01850, 0.00391, 0.51665,0.01850, -0.03970, 0.48655,0.03143, -0.03766, 0.49295
78.62743,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03617, -0.01339, 0.46443,-0.01946, 0.01212, 0.47344,-0.02163, 0.02316, 0.51263,-0.01850, 0.00391, 0.51665,0.01850, -0.03970, 0.48655,0.03143, -0.03766, 0.49295
78.63348,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03617, -0.01339, 0.46443,-0.01946, 0.01212, 0.47344,-0.02163, 0.02316, 0.51263,-0.01850, 0.00391, 0.51665,0.01850, -0.03970, 0.48655,0.03143, -0.03766, 0.49295
78.6534,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03625, -0.01307, 0.46462,-0.01952, 0.01262, 0.47300,-0.02056, 0.01223, 0.50774,-0.01885, -0.00056, 0.51503,0.01798, -0.03858, 0.48748,0.03083, -0.03646, 0.49408
78.66047,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03627, -0.01305, 0.46465,-0.01952, 0.01266, 0.47296,-0.02032, 0.01126, 0.50718,-0.01887, -0.00088, 0.51493,0.01795, -0.03847, 0.48757,0.03078, -0.03634, 0.49421
78.66757,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03627, -0.01305, 0.46465,-0.01952, 0.01266, 0.47296,-0.02032, 0.01126, 0.50718,-0.01887, -0.00088, 0.51493,0.01795, -0.03847, 0.48757,0.03078, -0.03634, 0.49421
