time,gaze,,touch,,button_pos,,,l_palm,,,l_thumb,,,l_index,,,l_middle,,,l_ring,,,l_pinky,,,r_palm,,,r_thumb,,,r_index,,,r_middle,,,r_ring,,,r_pinky,,
2.26377391815186,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.12226, 0.00790, 0.31079,0.07855, 0.00112, 0.36178,0.08306, 0.02372, 0.39043,0.11738, -0.02186, 0.32928,0.13333, -0.02058, 0.32643,0.14702, -0.01326, 0.32678
2.27201175689697,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.12637, 0.01119, 0.30979,0.08257, 0.00634, 0.36035,0.08772, 0.02870, 0.38937,0.12193, -0.01906, 0.32624,0.13712, -0.01718, 0.32565,0.15077, -0.01000, 0.32588
2.281418800354,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.12637, 0.01119, 0.30979,0.08257, 0.00634, 0.36035,0.08772, 0.02870, 0.38937,0.12193, -0.01906, 0.32624,0.13712, -0.01718, 0.32565,0.15077, -0.01000, 0.32588
2.29073619842529,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.12637, 0.01119, 0.30979,0.08257, 0.00634, 0.36035,0.08772, 0.02870, 0.38937,0.12193, -0.01906, 0.32624,0.13712, -0.01718, 0.32565,0.15077, -0.01000, 0.32588
2.29915904998779,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.13339, 0.01516, 0.30828,0.09056, 0.01214, 0.35890,0.09738, 0.03366, 0.38874,0.12884, -0.01665, 0.32406,0.14435, -0.01300, 0.32354,0.15806, -0.00570, 0.32338
2.30817794799805,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.13339, 0.01516, 0.30828,0.09056, 0.01214, 0.35890,0.09738, 0.03366, 0.38874,0.12884, -0.01665, 0.32406,0.14435, -0.01300, 0.32354,0.15806, -0.00570, 0.32338
2.318115234375,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.13790, 0.01781, 0.30801,0.09547, 0.01631, 0.35813,0.10298, 0.03689, 0.38878,0.13209, -0.01448, 0.32378,0.14867, -0.01041, 0.32280,0.16244, -0.00316, 0.32255
2.32619380950928,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.13790, 0.01781, 0.30801,0.09547, 0.01631, 0.35813,0.10298, 0.03689, 0.38878,0.13209, -0.01448, 0.32378,0.14867, -0.01041, 0.32280,0.16244, -0.00316, 0.32255
2.3345365524292,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.14155, 0.02001, 0.30821,0.09967, 0.01983, 0.35802,0.10761, 0.03941, 0.38921,0.13509, -0.01224, 0.32412,0.15204, -0.00832, 0.32261,0.16590, -0.00117, 0.32230
2.34385395050049,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.14155, 0.02001, 0.30821,0.09967, 0.01983, 0.35802,0.10761, 0.03941, 0.38921,0.13509, -0.01224, 0.32412,0.15204, -0.00832, 0.32261,0.16590, -0.00117, 0.32230
2.35216808319092,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.14551, 0.02270, 0.30877,0.10441, 0.02336, 0.35853,0.11284, 0.04209, 0.39016,0.13914, -0.00937, 0.32503,0.15614, -0.00565, 0.32272,0.16999, 0.00148, 0.32227
2.36137199401855,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.14551, 0.02270, 0.30877,0.10441, 0.02336, 0.35853,0.11284, 0.04209, 0.39016,0.13914, -0.00937, 0.32503,0.15614, -0.00565, 0.32272,0.16999, 0.00148, 0.32227
2.36981964111328,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.14551, 0.02270, 0.30877,0.10441, 0.02336, 0.35853,0.11284, 0.04209, 0.39016,0.13914, -0.00937, 0.32503,0.15614, -0.00565, 0.32272,0.16999, 0.00148, 0.32227
2.37907409667969,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15115, 0.02682, 0.30987,0.11123, 0.02846, 0.35976,0.12002, 0.04582, 0.39160,0.14455, -0.00500, 0.32667,0.16166, -0.00166, 0.32325,0.17563, 0.00528, 0.32269
2.38833522796631,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15115, 0.02682, 0.30987,0.11123, 0.02846, 0.35976,0.12002, 0.04582, 0.39160,0.14455, -0.00500, 0.32667,0.16166, -0.00166, 0.32325,0.17563, 0.00528, 0.32269
2.39654922485352,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15434, 0.02933, 0.31050,0.11510, 0.03128, 0.36053,0.12399, 0.04804, 0.39244,0.14763, -0.00238, 0.32758,0.16484, 0.00076, 0.32350,0.17887, 0.00748, 0.32299
2.4049825668335,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15434, 0.02933, 0.31050,0.11510, 0.03128, 0.36053,0.12399, 0.04804, 0.39244,0.14763, -0.00238, 0.32758,0.16484, 0.00076, 0.32350,0.17887, 0.00748, 0.32299
2.41413688659668,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15697, 0.03162, 0.31097,0.11846, 0.03382, 0.36113,0.12694, 0.05040, 0.39300,0.15005, 0.00001, 0.32826,0.16738, 0.00297, 0.32369,0.18148, 0.00945, 0.32331
2.42332363128662,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15697, 0.03162, 0.31097,0.11846, 0.03382, 0.36113,0.12694, 0.05040, 0.39300,0.15005, 0.00001, 0.32826,0.16738, 0.00297, 0.32369,0.18148, 0.00945, 0.32331
2.43192672729492,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15888, 0.03352, 0.31110,0.12122, 0.03553, 0.36161,0.12913, 0.05237, 0.39319,0.15192, 0.00221, 0.32869,0.16938, 0.00490, 0.32385,0.18373, 0.01118, 0.32355
2.44099617004395,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15888, 0.03352, 0.31110,0.12122, 0.03553, 0.36161,0.12913, 0.05237, 0.39319,0.15192, 0.00221, 0.32869,0.16938, 0.00490, 0.32385,0.18373, 0.01118, 0.32355
2.44945621490479,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15888, 0.03352, 0.31110,0.12122, 0.03553, 0.36161,0.12913, 0.05237, 0.39319,0.15192, 0.00221, 0.32869,0.16938, 0.00490, 0.32385,0.18373, 0.01118, 0.32355
2.45960807800293,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16109, 0.03623, 0.31126,0.12473, 0.03679, 0.36273,0.13176, 0.05392, 0.39325,0.15451, 0.00615, 0.33058,0.17165, 0.00778, 0.32455,0.18678, 0.01377, 0.32434
2.46729469299316,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16109, 0.03623, 0.31126,0.12473, 0.03679, 0.36273,0.13176, 0.05392, 0.39325,0.15451, 0.00615, 0.33058,0.17165, 0.00778, 0.32455,0.18678, 0.01377, 0.32434
2.47654819488525,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16215, 0.03769, 0.31156,0.12631, 0.03719, 0.36357,0.13292, 0.05422, 0.39343,0.15567, 0.00892, 0.33251,0.17276, 0.00932, 0.32508,0.18814, 0.01524, 0.32492
2.48561382293701,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16215, 0.03769, 0.31156,0.12631, 0.03719, 0.36357,0.13292, 0.05422, 0.39343,0.15567, 0.00892, 0.33251,0.17276, 0.00932, 0.32508,0.18814, 0.01524, 0.32492
2.49407386779785,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16312, 0.03904, 0.31236,0.12780, 0.03739, 0.36492,0.13405, 0.05439, 0.39423,0.15646, 0.01127, 0.33576,0.17383, 0.01067, 0.32598,0.18919, 0.01663, 0.32579
2.50305080413818,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16312, 0.03904, 0.31236,0.12780, 0.03739, 0.36492,0.13405, 0.05439, 0.39423,0.15646, 0.01127, 0.33576,0.17383, 0.01067, 0.32598,0.18919, 0.01663, 0.32579
2.51181983947754,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16408, 0.04033, 0.31392,0.12920, 0.03753, 0.36712,0.13535, 0.05450, 0.39592,0.15696, 0.01383, 0.34063,0.17470, 0.01179, 0.32750,0.19014, 0.01778, 0.32727
2.52006816864014,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16408, 0.04033, 0.31392,0.12920, 0.03753, 0.36712,0.13535, 0.05450, 0.39592,0.15696, 0.01383, 0.34063,0.17470, 0.01179, 0.32750,0.19014, 0.01778, 0.32727
2.52988529205322,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16408, 0.04033, 0.31392,0.12920, 0.03753, 0.36712,0.13535, 0.05450, 0.39592,0.15696, 0.01383, 0.34063,0.17470, 0.01179, 0.32750,0.19014, 0.01778, 0.32727
2.53758335113525,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16511, 0.04197, 0.31771,0.13134, 0.03694, 0.37224,0.13743, 0.05285, 0.39978,0.15666, 0.01949, 0.35254,0.17563, 0.01291, 0.33098,0.19107, 0.01889, 0.33077
2.54673385620117,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16511, 0.04197, 0.31771,0.13134, 0.03694, 0.37224,0.13743, 0.05285, 0.39978,0.15666, 0.01949, 0.35254,0.17563, 0.01291, 0.33098,0.19107, 0.01889, 0.33077
2.55493354797363,NaN, NaN,NaN, NaN,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16541, 0.04303, 0.32116,0.13403, 0.03609, 0.37656,0.13823, 0.05081, 0.40320,0.15599, 0.02430, 0.36280,0.17564, 0.01317, 0.33415,0.19109, 0.01921, 0.33394
2.56398677825928,NaN, NaN,0.10979, 0.10653,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16541, 0.04303, 0.32116,0.13403, 0.03609, 0.37656,0.13823, 0.05081, 0.40320,0.15599, 0.02430, 0.36280,0.17564, 0.01317, 0.33415,0.19109, 0.01921, 0.33394
2.57454299926758,NaN, NaN,0.10979, 0.10653,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16479, 0.04350, 0.32369,0.13599, 0.03560, 0.37931,0.13780, 0.05049, 0.40651,0.15527, 0.02559, 0.36739,0.17538, 0.01306, 0.33544,0.19056, 0.01922, 0.33544
2.58341979980469,NaN, NaN,0.10979, 0.10653,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16479, 0.04350, 0.32369,0.13599, 0.03560, 0.37931,0.13780, 0.05049, 0.40651,0.15527, 0.02559, 0.36739,0.17538, 0.01306, 0.33544,0.19056, 0.01922, 0.33544
2.59221839904785,NaN, NaN,0.10979, 0.10694,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16425, 0.04365, 0.32361,0.13712, 0.03511, 0.37906,0.13666, 0.05019, 0.40653,0.15462, 0.02513, 0.36667,0.17532, 0.01293, 0.33456,0.19001, 0.01932, 0.33485
2.60165977478027,NaN, NaN,0.10979, 0.10694,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16425, 0.04365, 0.32361,0.13712, 0.03511, 0.37906,0.13666, 0.05019, 0.40653,0.15462, 0.02513, 0.36667,0.17532, 0.01293, 0.33456,0.19001, 0.01932, 0.33485
2.6098108291626,NaN, NaN,0.10979, 0.10694,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16425, 0.04365, 0.32361,0.13712, 0.03511, 0.37906,0.13666, 0.05019, 0.40653,0.15462, 0.02513, 0.36667,0.17532, 0.01293, 0.33456,0.19001, 0.01932, 0.33485
2.61793422698975,NaN, NaN,0.10979, 0.10694,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16312, 0.04399, 0.32304,0.13721, 0.03533, 0.37834,0.13472, 0.05057, 0.40564,0.15343, 0.02454, 0.36443,0.17477, 0.01318, 0.33363,0.18856, 0.01994, 0.33409
2.63021564483643,NaN, NaN,0.10979, 0.10694,0.10600, 0.10600, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16312, 0.04399, 0.32304,0.13721, 0.03533, 0.37834,0.13472, 0.05057, 0.40564,0.15343, 0.02454, 0.36443,0.17477, 0.01318, 0.33363,0.18856, 0.01994, 0.33409
2.63504314422607,NaN, NaN,NaN, NaN,0.00000, 0.00000, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16204, 0.04384, 0.32196,0.13667, 0.03573, 0.37744,0.13367, 0.05097, 0.40439,0.15252, 0.02507, 0.36336,0.17401, 0.01317, 0.33254,0.18746, 0.02010, 0.33300
2.6443042755127,NaN, NaN,NaN, NaN,0.00000, 0.00000, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16204, 0.04384, 0.32196,0.13667, 0.03573, 0.37744,0.13367, 0.05097, 0.40439,0.15252, 0.02507, 0.36336,0.17401, 0.01317, 0.33254,0.18746, 0.02010, 0.33300
2.65248680114746,NaN, NaN,NaN, NaN,0.00000, 0.00000, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16083, 0.04301, 0.32040,0.13524, 0.03560, 0.37604,0.13230, 0.05113, 0.40271,0.15133, 0.02545, 0.36217,0.17295, 0.01244, 0.33113,0.18621, 0.01944, 0.33155
2.66178607940674,NaN, NaN,NaN, NaN,0.00000, 0.00000, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16083, 0.04301, 0.32040,0.13524, 0.03560, 0.37604,0.13230, 0.05113, 0.40271,0.15133, 0.02545, 0.36217,0.17295, 0.01244, 0.33113,0.18621, 0.01944, 0.33155
2.67064380645752,NaN, NaN,NaN, NaN,0.00000, 0.00000, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16083, 0.04301, 0.32040,0.13524, 0.03560, 0.37604,0.13230, 0.05113, 0.40271,0.15133, 0.02545, 0.36217,0.17295, 0.01244, 0.33113,0.18621, 0.01944, 0.33155
2.6790771484375,NaN, NaN,NaN, NaN,0.00000, 0.00000, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15925, 0.04134, 0.31730,0.13234, 0.03553, 0.37300,0.12958, 0.05154, 0.39924,0.14940, 0.02589, 0.35946,0.17133, 0.01105, 0.32864,0.18449, 0.01799, 0.32906
2.68736362457275,NaN, NaN,NaN, NaN,0.00000, 0.00000, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15925, 0.04134, 0.31730,0.13234, 0.03553, 0.37300,0.12958, 0.05154, 0.39924,0.14940, 0.02589, 0.35946,0.17133, 0.01105, 0.32864,0.18449, 0.01799, 0.32906
2.6966028213501,NaN, NaN,NaN, NaN,0.00000, 0.00000, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15833, 0.04012, 0.31538,0.13005, 0.03441, 0.37132,0.12760, 0.05056, 0.39649,0.14731, 0.02782, 0.35960,0.16973, 0.00989, 0.32762,0.18375, 0.01648, 0.32828
2.70479679107666,NaN, NaN,NaN, NaN,0.00000, 0.00000, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15833, 0.04012, 0.31538,0.13005, 0.03441, 0.37132,0.12760, 0.05056, 0.39649,0.14731, 0.02782, 0.35960,0.16973, 0.00989, 0.32762,0.18375, 0.01648, 0.32828
2.71409320831299,NaN, NaN,NaN, NaN,0.00000, 0.00000, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15782, 0.03916, 0.31383,0.12819, 0.03385, 0.36993,0.12635, 0.04932, 0.39394,0.14595, 0.02853, 0.35867,0.16851, 0.00909, 0.32681,0.18299, 0.01534, 0.32762
2.72326183319092,NaN, NaN,NaN, NaN,0.00000, 0.00000, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15782, 0.03916, 0.31383,0.12819, 0.03385, 0.36993,0.12635, 0.04932, 0.39394,0.14595, 0.02853, 0.35867,0.16851, 0.00909, 0.32681,0.18299, 0.01534, 0.32762
2.73196506500244,NaN, NaN,NaN, NaN,0.00000, 0.00000, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15752, 0.03824, 0.31259,0.12731, 0.03347, 0.36869,0.12590, 0.04794, 0.39196,0.14551, 0.02811, 0.35737,0.16802, 0.00842, 0.32588,0.18247, 0.01455, 0.32667
2.7420539855957,NaN, NaN,NaN, NaN,0.00000, 0.00000, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15752, 0.03824, 0.31259,0.12731, 0.03347, 0.36869,0.12590, 0.04794, 0.39196,0.14551, 0.02811, 0.35737,0.16802, 0.00842, 0.32588,0.18247, 0.01455, 0.32667
2.74943733215332,NaN, NaN,NaN, NaN,0.00000, 0.00000, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15752, 0.03824, 0.31259,0.12731, 0.03347, 0.36869,0.12590, 0.04794, 0.39196,0.14551, 0.02811, 0.35737,0.16802, 0.00842, 0.32588,0.18247, 0.01455, 0.32667
2.7588062286377,NaN, NaN,NaN, NaN,0.00000, 0.00000, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15712, 0.03669, 0.31132,0.12664, 0.03300, 0.36688,0.12522, 0.04692, 0.39039,0.14554, 0.02431, 0.35407,0.16784, 0.00723, 0.32450,0.18174, 0.01347, 0.32515
2.7671422958374,NaN, NaN,NaN, NaN,0.00000, 0.00000, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15712, 0.03669, 0.31132,0.12664, 0.03300, 0.36688,0.12522, 0.04692, 0.39039,0.14554, 0.02431, 0.35407,0.16784, 0.00723, 0.32450,0.18174, 0.01347, 0.32515
2.77642250061035,NaN, NaN,NaN, NaN,0.00000, 0.00000, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15671, 0.03540, 0.31080,0.12597, 0.03256, 0.36599,0.12471, 0.04673, 0.39004,0.14556, 0.02066, 0.35138,0.16741, 0.00609, 0.32390,0.18101, 0.01232, 0.32446
2.78471851348877,NaN, NaN,NaN, NaN,0.00000, 0.00000, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15671, 0.03540, 0.31080,0.12597, 0.03256, 0.36599,0.12471, 0.04673, 0.39004,0.14556, 0.02066, 0.35138,0.16741, 0.00609, 0.32390,0.18101, 0.01232, 0.32446
2.79688549041748,NaN, NaN,NaN, NaN,0.00000, 0.00000, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15595, 0.03370, 0.31074,0.12488, 0.03156, 0.36541,0.12376, 0.04572, 0.39017,0.14526, 0.01608, 0.34845,0.16656, 0.00444, 0.32372,0.17986, 0.01068, 0.32423
2.80232810974121,NaN, NaN,NaN, NaN,0.00000, 0.00000, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15595, 0.03370, 0.31074,0.12488, 0.03156, 0.36541,0.12376, 0.04572, 0.39017,0.14526, 0.01608, 0.34845,0.16656, 0.00444, 0.32372,0.17986, 0.01068, 0.32423
2.81256580352783,NaN, NaN,NaN, NaN,0.00000, 0.00000, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15514, 0.03231, 0.31102,0.12359, 0.02996, 0.36523,0.12277, 0.04350, 0.39048,0.14467, 0.01299, 0.34712,0.16584, 0.00307, 0.32383,0.17894, 0.00939, 0.32436
2.81988143920898,NaN, NaN,NaN, NaN,0.00000, 0.00000, 0.70000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15514, 0.03231, 0.31102,0.12359, 0.02996, 0.36523,0.12277, 0.04350, 0.39048,0.14467, 0.01299, 0.34712,0.16584, 0.00307, 0.32383,0.17894, 0.00939, 0.32436
