time,gaze,,touch,,l_palm,,,l_thumb,,,l_index,,,l_middle,,,l_ring,,,l_pinky,,,r_palm,,,r_thumb,,,r_index,,,r_middle,,,r_ring,,,r_pinky,,
87.01082,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
87.01082,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
87.03082,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07900, 0.00891, 0.32893,0.04300, -0.02455, 0.37416,0.02553, 0.02724, 0.41166,0.08668, -0.02533, 0.33558,0.09868, -0.01856, 0.33202,0.10761, -0.00866, 0.33548
87.03793,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07900, 0.00891, 0.32893,0.04300, -0.02455, 0.37416,0.02553, 0.02724, 0.41166,0.08668, -0.02533, 0.33558,0.09868, -0.01856, 0.33202,0.10761, -0.00866, 0.33548
87.04401,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07883, 0.00862, 0.32789,0.04271, -0.02447, 0.37316,0.02495, 0.02662, 0.41037,0.08669, -0.02538, 0.33458,0.09864, -0.01865, 0.33119,0.10738, -0.00872, 0.33466
87.05006,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07883, 0.00862, 0.32789,0.04271, -0.02447, 0.37316,0.02495, 0.02662, 0.41037,0.08669, -0.02538, 0.33458,0.09864, -0.01865, 0.33119,0.10738, -0.00872, 0.33466
87.05603,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07883, 0.00862, 0.32789,0.04271, -0.02447, 0.37316,0.02495, 0.02662, 0.41037,0.08669, -0.02538, 0.33458,0.09864, -0.01865, 0.33119,0.10738, -0.00872, 0.33466
87.06203,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07858, 0.00811, 0.32664,0.04232, -0.02473, 0.37185,0.02444, 0.02533, 0.40907,0.08657, -0.02569, 0.33319,0.09848, -0.01903, 0.32998,0.10709, -0.00910, 0.33350
87.06812,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07858, 0.00811, 0.32664,0.04232, -0.02473, 0.37185,0.02444, 0.02533, 0.40907,0.08657, -0.02569, 0.33319,0.09848, -0.01903, 0.32998,0.10709, -0.00910, 0.33350
87.07391,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07858, 0.00811, 0.32664,0.04232, -0.02473, 0.37185,0.02444, 0.02533, 0.40907,0.08657, -0.02569, 0.33319,0.09848, -0.01903, 0.32998,0.10709, -0.00910, 0.33350
87.0821,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07816, 0.00721, 0.32544,0.04157, -0.02533, 0.37048,0.02390, 0.02290, 0.40801,0.08622, -0.02637, 0.33161,0.09808, -0.01983, 0.32869,0.10653, -0.00996, 0.33228
87.09218,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07816, 0.00721, 0.32544,0.04157, -0.02533, 0.37048,0.02390, 0.02290, 0.40801,0.08622, -0.02637, 0.33161,0.09808, -0.01983, 0.32869,0.10653, -0.00996, 0.33228
87.10082,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07759, 0.00634, 0.32439,0.04073, -0.02620, 0.36917,0.02325, 0.02048, 0.40711,0.08568, -0.02711, 0.33016,0.09752, -0.02065, 0.32746,0.10586, -0.01084, 0.33115
87.11109,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07759, 0.00634, 0.32439,0.04073, -0.02620, 0.36917,0.02325, 0.02048, 0.40711,0.08568, -0.02711, 0.33016,0.09752, -0.02065, 0.32746,0.10586, -0.01084, 0.33115
87.12001,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07691, 0.00550, 0.32337,0.03991, -0.02717, 0.36795,0.02246, 0.01816, 0.40619,0.08511, -0.02785, 0.32884,0.09690, -0.02143, 0.32633,0.10513, -0.01165, 0.33009
87.12979,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07691, 0.00550, 0.32337,0.03991, -0.02717, 0.36795,0.02246, 0.01816, 0.40619,0.08511, -0.02785, 0.32884,0.09690, -0.02143, 0.32633,0.10513, -0.01165, 0.33009
87.14036,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07617, 0.00471, 0.32238,0.03906, -0.02807, 0.36686,0.02169, 0.01623, 0.40530,0.08443, -0.02858, 0.32769,0.09620, -0.02217, 0.32527,0.10434, -0.01241, 0.32908
87.14927,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07617, 0.00471, 0.32238,0.03906, -0.02807, 0.36686,0.02169, 0.01623, 0.40530,0.08443, -0.02858, 0.32769,0.09620, -0.02217, 0.32527,0.10434, -0.01241, 0.32908
87.15903,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07617, 0.00471, 0.32238,0.03906, -0.02807, 0.36686,0.02169, 0.01623, 0.40530,0.08443, -0.02858, 0.32769,0.09620, -0.02217, 0.32527,0.10434, -0.01241, 0.32908
87.16799,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07520, 0.00413, 0.32145,0.03789, -0.02873, 0.36580,0.02050, 0.01456, 0.40431,0.08339, -0.02916, 0.32666,0.09517, -0.02278, 0.32434,0.10327, -0.01306, 0.32821
87.17795,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07520, 0.00413, 0.32145,0.03789, -0.02873, 0.36580,0.02050, 0.01456, 0.40431,0.08339, -0.02916, 0.32666,0.09517, -0.02278, 0.32434,0.10327, -0.01306, 0.32821
87.18727,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07463, 0.00395, 0.32109,0.03726, -0.02900, 0.36535,0.01970, 0.01378, 0.40384,0.08278, -0.02933, 0.32623,0.09457, -0.02297, 0.32396,0.10266, -0.01329, 0.32789
87.19618,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07463, 0.00395, 0.32109,0.03726, -0.02900, 0.36535,0.01970, 0.01378, 0.40384,0.08278, -0.02933, 0.32623,0.09457, -0.02297, 0.32396,0.10266, -0.01329, 0.32789
87.20689,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07421, 0.00384, 0.32080,0.03687, -0.02913, 0.36507,0.01912, 0.01341, 0.40346,0.08237, -0.02943, 0.32595,0.09416, -0.02306, 0.32370,0.10224, -0.01337, 0.32765
87.21542,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07421, 0.00384, 0.32080,0.03687, -0.02913, 0.36507,0.01912, 0.01341, 0.40346,0.08237, -0.02943, 0.32595,0.09416, -0.02306, 0.32370,0.10224, -0.01337, 0.32765
87.22504,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07394, 0.00381, 0.32068,0.03660, -0.02923, 0.36486,0.01869, 0.01268, 0.40325,0.08215, -0.02941, 0.32571,0.09392, -0.02305, 0.32353,0.10197, -0.01338, 0.32755
87.23378,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07394, 0.00381, 0.32068,0.03660, -0.02923, 0.36486,0.01869, 0.01268, 0.40325,0.08215, -0.02941, 0.32571,0.09392, -0.02305, 0.32353,0.10197, -0.01338, 0.32755
87.24335,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07384, 0.00358, 0.32068,0.03671, -0.02951, 0.36493,0.01848, 0.01219, 0.40319,0.08207, -0.02965, 0.32571,0.09385, -0.02326, 0.32352,0.10193, -0.01358, 0.32756
87.25208,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07384, 0.00358, 0.32068,0.03671, -0.02951, 0.36493,0.01848, 0.01219, 0.40319,0.08207, -0.02965, 0.32571,0.09385, -0.02326, 0.32352,0.10193, -0.01358, 0.32756
87.26198,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07374, 0.00342, 0.32077,0.03681, -0.02977, 0.36506,0.01838, 0.01174, 0.40332,0.08195, -0.02983, 0.32574,0.09373, -0.02344, 0.32353,0.10187, -0.01377, 0.32759
87.2715,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07374, 0.00342, 0.32077,0.03681, -0.02977, 0.36506,0.01838, 0.01174, 0.40332,0.08195, -0.02983, 0.32574,0.09373, -0.02344, 0.32353,0.10187, -0.01377, 0.32759
87.28129,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07366, 0.00329, 0.32086,0.03695, -0.02994, 0.36524,0.01832, 0.01148, 0.40344,0.08189, -0.02996, 0.32581,0.09367, -0.02356, 0.32358,0.10183, -0.01388, 0.32764
87.29021,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07366, 0.00329, 0.32086,0.03695, -0.02994, 0.36524,0.01832, 0.01148, 0.40344,0.08189, -0.02996, 0.32581,0.09367, -0.02356, 0.32358,0.10183, -0.01388, 0.32764
87.2991,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07366, 0.00329, 0.32086,0.03695, -0.02994, 0.36524,0.01832, 0.01148, 0.40344,0.08189, -0.02996, 0.32581,0.09367, -0.02356, 0.32358,0.10183, -0.01388, 0.32764
87.309,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07357, 0.00324, 0.32106,0.03703, -0.02996, 0.36554,0.01827, 0.01146, 0.40368,0.08174, -0.03006, 0.32600,0.09353, -0.02366, 0.32373,0.10177, -0.01399, 0.32779
87.31786,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07357, 0.00324, 0.32106,0.03703, -0.02996, 0.36554,0.01827, 0.01146, 0.40368,0.08174, -0.03006, 0.32600,0.09353, -0.02366, 0.32373,0.10177, -0.01399, 0.32779
87.32703,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07352, 0.00325, 0.32122,0.03702, -0.02991, 0.36573,0.01823, 0.01150, 0.40384,0.08164, -0.03007, 0.32615,0.09345, -0.02367, 0.32386,0.10173, -0.01401, 0.32792
87.33554,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07352, 0.00325, 0.32122,0.03702, -0.02991, 0.36573,0.01823, 0.01150, 0.40384,0.08164, -0.03007, 0.32615,0.09345, -0.02367, 0.32386,0.10173, -0.01401, 0.32792
87.34468,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07348, 0.00327, 0.32137,0.03702, -0.02991, 0.36591,0.01822, 0.01149, 0.40402,0.08158, -0.03009, 0.32633,0.09339, -0.02366, 0.32401,0.10170, -0.01401, 0.32807
87.35373,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07348, 0.00327, 0.32137,0.03702, -0.02991, 0.36591,0.01822, 0.01149, 0.40402,0.08158, -0.03009, 0.32633,0.09339, -0.02366, 0.32401,0.10170, -0.01401, 0.32807
87.36278,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07343, 0.00329, 0.32157,0.03700, -0.02992, 0.36611,0.01821, 0.01146, 0.40424,0.08152, -0.03010, 0.32651,0.09333, -0.02367, 0.32417,0.10166, -0.01402, 0.32824
87.37157,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07343, 0.00329, 0.32157,0.03700, -0.02992, 0.36611,0.01821, 0.01146, 0.40424,0.08152, -0.03010, 0.32651,0.09333, -0.02367, 0.32417,0.10166, -0.01402, 0.32824
87.38031,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07336, 0.00335, 0.32178,0.03696, -0.02990, 0.36632,0.01818, 0.01148, 0.40446,0.08145, -0.03006, 0.32673,0.09327, -0.02361, 0.32436,0.10162, -0.01396, 0.32843
87.39005,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07336, 0.00335, 0.32178,0.03696, -0.02990, 0.36632,0.01818, 0.01148, 0.40446,0.08145, -0.03006, 0.32673,0.09327, -0.02361, 0.32436,0.10162, -0.01396, 0.32843
87.39884,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07336, 0.00335, 0.32178,0.03696, -0.02990, 0.36632,0.01818, 0.01148, 0.40446,0.08145, -0.03006, 0.32673,0.09327, -0.02361, 0.32436,0.10162, -0.01396, 0.32843
87.40771,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07316, 0.00355, 0.32216,0.03682, -0.02980, 0.36669,0.01796, 0.01163, 0.40484,0.08127, -0.02990, 0.32715,0.09308, -0.02340, 0.32476,0.10145, -0.01375, 0.32882
87.41644,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07316, 0.00355, 0.32216,0.03682, -0.02980, 0.36669,0.01796, 0.01163, 0.40484,0.08127, -0.02990, 0.32715,0.09308, -0.02340, 0.32476,0.10145, -0.01375, 0.32882
87.42728,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07293, 0.00378, 0.32247,0.03666, -0.02969, 0.36694,0.01763, 0.01182, 0.40510,0.08104, -0.02971, 0.32747,0.09285, -0.02318, 0.32506,0.10123, -0.01353, 0.32914
87.43507,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07293, 0.00378, 0.32247,0.03666, -0.02969, 0.36694,0.01763, 0.01182, 0.40510,0.08104, -0.02971, 0.32747,0.09285, -0.02318, 0.32506,0.10123, -0.01353, 0.32914
87.44493,NaN, NaN,NaN, NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07264, 0.00410, 0.32271,0.03649, -0.02947, 0.36720,0.01722, 0.01221, 0.40529,0.08077, -0.02941, 0.32778,0.09259, -0.02284, 0.32536,0.10096, -0.01316, 0.32942
